"","X","LF_Number","LF_Name","HPDG_total_count","VH_total_count","H_total_count","M_total_count","L_total_count","VL_total_count","LPDG_total_count","X_Future","HPDG_total_count_Future","VH_total_count_Future","H_total_count_Future","M_total_count_Future","L_total_count_Future","VL_total_count_Future","LPDG_total_count_Future"
"CONUMA RIVER.5",5,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",1,0,0,0,0,0,0,5,1,0,0,0,0,0,0
"CONUMA RIVER.6",6,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",1,0,0,0,0,0,0,6,1,0,0,0,0,0,0
"CONUMA RIVER.7",7,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,7,1,0,0,0,0,0,0
"CONUMA RIVER.8",8,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",1,0,0,0,0,0,0,8,1,0,0,0,0,0,0
"CONUMA RIVER.9",9,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",1,0,0,0,0,0,0,9,1,0,0,0,0,0,0
"CONUMA RIVER.10",10,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",1,0,0,0,0,0,0,10,1,0,0,0,0,0,0
"CONUMA RIVER.11",11,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",1,0,0,0,0,0,0,11,1,0,0,0,0,0,0
"CONUMA RIVER.12",12,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",1,0,0,0,0,0,0,12,1,0,0,0,0,0,0
"CONUMA RIVER.13",13,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",1,0,0,0,0,0,0,13,1,0,0,0,0,0,0
"CONUMA RIVER.14",14,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,14,1,0,0,0,0,0,0
"CONUMA RIVER.15",15,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",1,0,0,0,0,0,0,15,1,0,0,0,0,0,0
"CONUMA RIVER.16",16,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",0,1,0,0,0,0,0,16,0,1,0,0,0,0,0
"CONUMA RIVER.17",17,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",0,1,0,0,0,0,0,17,0,1,0,0,0,0,0
"CONUMA RIVER.18",18,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",0,1,0,0,0,0,0,18,0,1,0,0,0,0,0
"CONUMA RIVER.19",19,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",0,1,0,0,0,0,0,19,0,1,0,0,0,0,0
"CONUMA RIVER.20",20,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",0,1,0,0,0,0,0,20,0,1,0,0,0,0,0
"CONUMA RIVER.21",21,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",0,0,0,0,1,0,0,66,0,0,0,1,0,0,0
"CONUMA RIVER.22",22,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",0,0,0,0,1,0,0,67,0,0,0,1,0,0,0
"CONUMA RIVER.23",23,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,1,0,0,68,0,0,0,1,0,0,0
"CONUMA RIVER.24",24,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",0,0,0,0,1,0,0,22,0,0,0,0,1,0,0
"CONUMA RIVER.25",25,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",0,0,0,0,0,1,0,65,0,0,0,1,0,0,0
"CONUMA RIVER.26",26,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",0,0,0,0,0,1,0,24,0,0,0,0,0,1,0
"CONUMA RIVER.27",27,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",0,0,0,0,0,1,0,25,0,0,0,0,0,1,0
"CONUMA RIVER.28",28,5,"LF5: Mortality or fitness reduction due to competition with invasive species",0,0,0,0,0,1,0,26,0,0,0,0,0,1,0
"CONUMA RIVER.29",29,9,"LF9: Mortality or fitness reduction due to fishing",0,0,0,0,0,1,0,21,0,0,0,0,1,0,0
"CONUMA RIVER.30",30,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",0,0,0,0,0,1,0,27,0,0,0,0,0,1,0
"CONUMA RIVER.31",31,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",0,0,0,0,0,1,0,28,0,0,0,0,0,1,0
"CONUMA RIVER.32",32,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",0,0,0,0,0,1,0,29,0,0,0,0,0,1,0
"CONUMA RIVER.33",33,18,"LF18: Mortality due to redd disturbance by humans",0,0,0,0,0,1,0,30,0,0,0,0,0,1,0
"CONUMA RIVER.34",34,20,"LF20: Mortality or fitness reduction due to redd overspawn",0,0,0,0,0,1,0,31,0,0,0,0,0,1,0
"CONUMA RIVER.35",35,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,32,0,0,0,0,0,1,0
"CONUMA RIVER.36",36,34,"LF34: Mortality or fitness reduction due to competition from invasive species",0,0,0,0,0,1,0,33,0,0,0,0,0,1,0
"CONUMA RIVER.37",37,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,1,0,34,0,0,0,0,0,1,0
"CONUMA RIVER.38",38,47,"LF47: Mortality or fitness reduction due to elevated predation",0,0,0,0,0,1,0,35,0,0,0,0,0,1,0
"CONUMA RIVER.39",39,48,"LF48: Mortality or fitness reduction due to predation by invasive species",0,0,0,0,0,1,0,36,0,0,0,0,0,1,0
"CONUMA RIVER.40",40,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,23,0,0,0,0,1,0,0
"CONUMA RIVER.41",41,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",0,0,0,0,0,1,0,37,0,0,0,0,0,1,0
"CONUMA RIVER.42",42,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,0,1,38,0,0,0,0,0,0,1
"CONUMA RIVER.43",43,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,39,0,0,0,0,0,0,1
"CONUMA RIVER.44",44,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,40,0,0,0,0,0,0,1
"CONUMA RIVER.45",45,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",0,0,0,0,0,0,1,41,0,0,0,0,0,0,1
"CONUMA RIVER.46",46,15,"LF15: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,42,0,0,0,0,0,0,1
"CONUMA RIVER.47",47,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",0,0,0,0,0,0,1,43,0,0,0,0,0,0,1
"CONUMA RIVER.48",48,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,0,1,44,0,0,0,0,0,0,1
"CONUMA RIVER.49",49,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,45,0,0,0,0,0,0,1
"CONUMA RIVER.50",50,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,46,0,0,0,0,0,0,1
"CONUMA RIVER.51",51,29,"LF29: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,47,0,0,0,0,0,0,1
"CONUMA RIVER.52",52,30,"LF30: Mortality or fitness reduction as a result of elevated predation",0,0,0,0,0,0,1,48,0,0,0,0,0,0,1
"CONUMA RIVER.53",53,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",0,0,0,0,0,0,1,49,0,0,0,0,0,0,1
"CONUMA RIVER.54",54,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,0,1,50,0,0,0,0,0,0,1
"CONUMA RIVER.55",55,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",0,0,0,0,0,0,1,51,0,0,0,0,0,0,1
"CONUMA RIVER.56",56,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,52,0,0,0,0,0,0,1
"CONUMA RIVER.57",57,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,53,0,0,0,0,0,0,1
"CONUMA RIVER.58",58,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",0,0,0,0,0,0,1,54,0,0,0,0,0,0,1
"CONUMA RIVER.59",59,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",0,0,0,0,0,0,1,55,0,0,0,0,0,0,1
"CONUMA RIVER.60",60,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",0,0,0,0,0,0,1,56,0,0,0,0,0,0,1
"CONUMA RIVER.61",61,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",0,0,0,0,0,0,1,57,0,0,0,0,0,0,1
"CONUMA RIVER.62",62,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",0,0,0,0,0,0,1,58,0,0,0,0,0,0,1
"CONUMA RIVER.63",63,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,59,0,0,0,0,0,0,1
"CONUMA RIVER.64",64,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,60,0,0,0,0,0,0,1
"CONUMA RIVER.65",65,64,"LF64: Mortality or fitness reduction due to increases in salinity",0,0,0,0,0,0,1,61,0,0,0,0,0,0,1
"CONUMA RIVER.66",66,65,"LF65: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,62,0,0,0,0,0,0,1
"CONUMA RIVER.67",67,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",0,0,0,0,0,0,1,63,0,0,0,0,0,0,1
"CONUMA RIVER.68",68,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",0,0,0,0,0,0,1,64,0,0,0,0,0,0,1
"ARTLISH RIVER.1",1,19,"LF19: Mortality or fitness reduction due to early alevin emergence",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"ARTLISH RIVER.2",2,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"ARTLISH RIVER.3",3,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"ARTLISH RIVER.4",4,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",1,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"ARTLISH RIVER.5",5,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",1,0,0,0,0,0,0,5,1,0,0,0,0,0,0
"ARTLISH RIVER.6",6,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",0,1,0,0,0,0,0,6,0,1,0,0,0,0,0
"ARTLISH RIVER.7",7,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",0,1,0,0,0,0,0,7,0,1,0,0,0,0,0
"ARTLISH RIVER.8",8,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",0,1,0,0,0,0,0,8,0,1,0,0,0,0,0
"ARTLISH RIVER.9",9,5,"LF5: Mortality or fitness reduction due to competition with invasive species",0,0,0,0,1,0,0,14,0,0,0,0,1,0,0
"ARTLISH RIVER.10",10,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",0,0,0,0,1,0,0,15,0,0,0,0,1,0,0
"ARTLISH RIVER.11",11,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",0,0,0,0,1,0,0,67,0,0,0,1,0,0,0
"ARTLISH RIVER.12",12,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",0,0,0,0,1,0,0,16,0,0,0,0,1,0,0
"ARTLISH RIVER.13",13,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",0,0,0,0,0,1,0,18,0,0,0,0,0,1,0
"ARTLISH RIVER.14",14,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",0,0,0,0,0,1,0,19,0,0,0,0,0,1,0
"ARTLISH RIVER.15",15,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",0,0,0,0,0,1,0,20,0,0,0,0,0,1,0
"ARTLISH RIVER.16",16,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",0,0,0,0,0,1,0,21,0,0,0,0,0,1,0
"ARTLISH RIVER.17",17,9,"LF9: Mortality or fitness reduction due to fishing",0,0,0,0,0,1,0,22,0,0,0,0,0,1,0
"ARTLISH RIVER.18",18,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,1,0,23,0,0,0,0,0,1,0
"ARTLISH RIVER.19",19,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",0,0,0,0,0,1,0,24,0,0,0,0,0,1,0
"ARTLISH RIVER.20",20,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",0,0,0,0,0,1,0,25,0,0,0,0,0,1,0
"ARTLISH RIVER.21",21,18,"LF18: Mortality due to redd disturbance by humans",0,0,0,0,0,1,0,26,0,0,0,0,0,1,0
"ARTLISH RIVER.22",22,20,"LF20: Mortality or fitness reduction due to redd overspawn",0,0,0,0,0,1,0,27,0,0,0,0,0,1,0
"ARTLISH RIVER.23",23,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,28,0,0,0,0,0,1,0
"ARTLISH RIVER.24",24,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,1,0,29,0,0,0,0,0,1,0
"ARTLISH RIVER.25",25,34,"LF34: Mortality or fitness reduction due to competition from invasive species",0,0,0,0,0,1,0,30,0,0,0,0,0,1,0
"ARTLISH RIVER.26",26,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",0,0,0,0,0,1,0,31,0,0,0,0,0,1,0
"ARTLISH RIVER.27",27,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,1,0,32,0,0,0,0,0,1,0
"ARTLISH RIVER.28",28,47,"LF47: Mortality or fitness reduction due to elevated predation",0,0,0,0,0,1,0,33,0,0,0,0,0,1,0
"ARTLISH RIVER.29",29,48,"LF48: Mortality or fitness reduction due to predation by invasive species",0,0,0,0,0,1,0,34,0,0,0,0,0,1,0
"ARTLISH RIVER.30",30,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,35,0,0,0,0,0,1,0
"ARTLISH RIVER.31",31,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,1,0,36,0,0,0,0,0,1,0
"ARTLISH RIVER.32",32,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,1,0,37,0,0,0,0,0,1,0
"ARTLISH RIVER.33",33,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",0,0,0,0,0,1,0,38,0,0,0,0,0,1,0
"ARTLISH RIVER.34",34,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",0,0,0,0,0,0,1,39,0,0,0,0,0,0,1
"ARTLISH RIVER.35",35,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,40,0,0,0,0,0,0,1
"ARTLISH RIVER.36",36,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,41,0,0,0,0,0,0,1
"ARTLISH RIVER.37",37,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",0,0,0,0,0,0,1,42,0,0,0,0,0,0,1
"ARTLISH RIVER.38",38,15,"LF15: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,43,0,0,0,0,0,0,1
"ARTLISH RIVER.39",39,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,0,1,44,0,0,0,0,0,0,1
"ARTLISH RIVER.40",40,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,45,0,0,0,0,0,0,1
"ARTLISH RIVER.41",41,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,46,0,0,0,0,0,0,1
"ARTLISH RIVER.42",42,29,"LF29: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,47,0,0,0,0,0,0,1
"ARTLISH RIVER.43",43,30,"LF30: Mortality or fitness reduction as a result of elevated predation",0,0,0,0,0,0,1,48,0,0,0,0,0,0,1
"ARTLISH RIVER.44",44,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",0,0,0,0,0,0,1,49,0,0,0,0,0,0,1
"ARTLISH RIVER.45",45,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",0,0,0,0,0,0,1,50,0,0,0,0,0,0,1
"ARTLISH RIVER.46",46,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,51,0,0,0,0,0,0,1
"ARTLISH RIVER.47",47,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,52,0,0,0,0,0,0,1
"ARTLISH RIVER.48",48,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",0,0,0,0,0,0,1,53,0,0,0,0,0,0,1
"ARTLISH RIVER.49",49,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",0,0,0,0,0,0,1,54,0,0,0,0,0,0,1
"ARTLISH RIVER.50",50,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",0,0,0,0,0,0,1,55,0,0,0,0,0,0,1
"ARTLISH RIVER.51",51,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",0,0,0,0,0,0,1,56,0,0,0,0,0,0,1
"ARTLISH RIVER.52",52,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",0,0,0,0,0,0,1,57,0,0,0,0,0,0,1
"ARTLISH RIVER.53",53,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",0,0,0,0,0,0,1,58,0,0,0,0,0,0,1
"ARTLISH RIVER.54",54,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",0,0,0,0,0,0,1,59,0,0,0,0,0,0,1
"ARTLISH RIVER.55",55,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",0,0,0,0,0,0,1,60,0,0,0,0,0,0,1
"ARTLISH RIVER.56",56,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",0,0,0,0,0,0,1,61,0,0,0,0,0,0,1
"ARTLISH RIVER.57",57,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,62,0,0,0,0,0,0,1
"ARTLISH RIVER.58",58,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",0,0,0,0,0,0,1,63,0,0,0,0,0,0,1
"ARTLISH RIVER.59",59,64,"LF64: Mortality or fitness reduction due to increases in salinity",0,0,0,0,0,0,1,64,0,0,0,0,0,0,1
"ARTLISH RIVER.60",60,65,"LF65: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,0,1,65,0,0,0,0,0,0,1
"ARTLISH RIVER.61",61,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",0,0,0,0,0,0,1,66,0,0,0,0,0,0,1
"ARTLISH RIVER.62",62,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",0,0,0,1,0,0,0,9,0,0,1,0,0,0,0
"ARTLISH RIVER.63",63,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",0,0,0,1,0,0,0,10,0,0,1,0,0,0,0
"ARTLISH RIVER.64",64,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",0,0,0,1,0,0,0,11,0,0,1,0,0,0,0
"ARTLISH RIVER.65",65,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",0,0,0,1,0,0,0,12,0,0,1,0,0,0,0
"ARTLISH RIVER.66",66,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",0,0,0,1,0,0,0,13,0,0,1,0,0,0,0
"ARTLISH RIVER.67",67,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",0,0,0,1,0,0,0,17,0,0,0,0,1,0,0
"KAOUK RIVER.1",1,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"KAOUK RIVER.2",2,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"KAOUK RIVER.3",3,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",0,1,0,0,0,0,0,3,0,1,0,0,0,0,0
"KAOUK RIVER.4",4,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",0,1,0,0,0,0,0,4,0,1,0,0,0,0,0
"KAOUK RIVER.5",5,9,"LF9: Mortality or fitness reduction due to fishing",0,0,0,0,1,0,0,13,0,0,0,0,1,0,0
"KAOUK RIVER.6",6,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",0,0,0,0,1,0,0,68,0,0,0,1,0,0,0
"KAOUK RIVER.7",7,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",0,0,0,0,1,0,0,38,0,0,0,0,0,1,0
"KAOUK RIVER.8",8,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",0,0,0,0,1,0,0,39,0,0,0,0,0,1,0
"KAOUK RIVER.9",9,65,"LF65: Mortality or fitness reduction due to deleterious substances",0,0,0,0,1,0,0,12,0,0,1,0,0,0,0
"KAOUK RIVER.10",10,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",0,0,0,0,0,2,0,14,0,0,0,0,0,2,0
"KAOUK RIVER.11",11,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",0,0,0,0,0,1,0,15,0,0,0,0,0,1,0
